id,apartado,titulo,lugar,sector,fecha,link
40162,Serveis a les persones,Atenció al Visitant (Parc Natural de la Serra de Collserola),Barcelona,Altres,31/01/2024,https://barcelonactiva.talentclue.com/ca/node/104411974/4590
40159,Serveis a les persones,Coordinador/a de campanyes de platges,Barcelona,Serveis,31/01/2024,https://barcelonactiva.talentclue.com/ca/node/104410251/4590
40153,Serveis a les persones,Tècnic/a en Relacions Laborals a Barcelona,Barcelona,Serveis,30/01/2024,https://barcelonactiva.talentclue.com/ca/node/104379851/4590
40120,Serveis a les persones,Coordinador/a d'infermeria,Barcelona,Salut,24/01/2024,https://barcelonactiva.talentclue.com/ca/node/104195224/4590
40017,Serveis a les persones,Informador/a campanyes de platges,Barcelona,Energia,24/01/2024,https://barcelonactiva.talentclue.com/ca/node/103649225/4590
40111,Serveis a les persones,Terapeuta,Barcelona,Salut,23/01/2024,https://barcelonactiva.talentclue.com/ca/node/104158492/4590
40100,Serveis a les persones,Informadors/es Ambientals - Museu Científic (Francès),Barcelona,Serveis,22/01/2024,https://barcelonactiva.talentclue.com/ca/node/104105686/4590
40099,Serveis a les persones,perruquera,Barcelona,Serveis,19/01/2024,https://barcelonactiva.talentclue.com/ca/node/104042309/4590
40089,Serveis a les persones,TECNICO ELECTRICISTA,Cornellà de Llobregat,Altres,17/01/2024,https://barcelonactiva.talentclue.com/ca/node/103956158/4590
31681,Serveis a les persones,Televenedor,Barcelona,Altres,14/12/2023,https://barcelonactiva.talentclue.com/ca/node/103227366/4590
31676,Serveis a les persones,Comercial en la zona de Barcelona,Barcelona,Altres,14/12/2023,https://barcelonactiva.talentclue.com/ca/node/103222928/4590
40234,TIC,DevOps Engineer,Sant Joan Despí,Internet i tecnologia,12/02/2024,https://barcelonactiva.talentclue.com/ca/node/104769510/4590
40203,TIC,Tècnic-a Informàtic ASIX,Barcelona,Internet i tecnologia,08/02/2024,https://barcelonactiva.talentclue.com/ca/node/104671106/4590
40177,TIC,Técnico/a Gestión de la Información,Barcelona,Internet i tecnologia,05/02/2024,https://barcelonactiva.talentclue.com/ca/node/104555162/4590
40164,TIC,Modelador 3D,Barcelona,Internet i tecnologia,01/02/2024,https://barcelonactiva.talentclue.com/ca/node/104430264/4590
40085,TIC,Doctor Data Scientist,Barcelona,Internet i tecnologia,17/01/2024,https://barcelonactiva.talentclue.com/ca/node/103931735/4590
